L_tube,D_int,D_ext,N_p,DP_t,DP_t_kPa,D_s,D_s_mm,N_tt,U_o_calc,valid
2.5,0.012,0.018,6,23629.063432296,23.629063432296,0.226511128309713,226.511128309713,15.9789030408911,5.83553142036077,0
2.5,0.012,0.018,8,53449.3173613801,53.4493173613801,0.226511128309713,226.511128309713,15.9789030408911,5.93201032183069,0
2.5,0.012,0.02,2,1239.40104374303,1.23940104374303,0.2322511486329,232.2511486329,14.8024471134436,5.11733764294159,1
2.5,0.012,0.02,4,8643.83413366584,8.64383413366584,0.2322511486329,232.2511486329,14.8024471134436,5.51562515248326,0
2.5,0.012,0.02,6,27184.6863185291,27.1846863185291,0.2322511486329,232.2511486329,14.8024471134436,5.68089795940708,0
2.5,0.012,0.02,8,61548.6219015762,61.5486219015762,0.2322511486329,232.2511486329,14.8024471134436,5.77372311160392,0
2.5,0.015,0.018,2,388.623871909155,0.388623871909155,0.226511128309713,226.511128309713,15.9789030408911,5.10206347575619,1
2.5,0.015,0.018,4,2703.53071065292,2.70353071065292,0.226511128309713,226.511128309713,15.9789030408911,5.57456121971829,1
2.5,0.015,0.018,6,8490.33222961468,8.49033222961468,0.226511128309713,226.511128309713,15.9789030408911,5.77445376139294,0
2.5,0.015,0.018,8,19203.8377975473,19.2038377975473,0.226511128309713,226.511128309713,15.9789030408911,5.88772947470585,0
2.5,0.015,0.02,2,445.460840613178,0.445460840613178,0.2322511486329,232.2511486329,14.8024471134436,4.97541041264731,1
2.5,0.015,0.02,4,3106.1504415323,3.1061504415323,0.2322511486329,232.2511486329,14.8024471134436,5.43125291827683,1
2.5,0.015,0.02,6,9767.73411211907,9.76773411211907,0.2322511486329,232.2511486329,14.8024471134436,5.62385079668619,0
2.5,0.015,0.02,8,22113.4124545642,22.1134124545642,0.2322511486329,232.2511486329,14.8024471134436,5.73292723765211,0
2.5,0.018,0.02,2,193.929119254654,0.193929119254654,0.2322511486329,232.2511486329,14.8024471134436,4.84022967749565,1
2.5,0.018,0.02,4,1352.92613360958,1.35292613360958,0.2322511486329,232.2511486329,14.8024471134436,5.34519351937829,1
2.5,0.018,0.02,6,4255.68841867268,4.25568841867268,0.2322511486329,232.2511486329,14.8024471134436,5.56209603794826,1
2.5,0.018,0.02,8,9636.45798341597,9.63645798341597,0.2322511486329,232.2511486329,14.8024471134436,5.68589093535534,0
3,0.008,0.012,2,7026.41570755032,7.02641570755032,0.193383008687825,193.383008687825,17.4846390123036,5.77858181997588,0
3,0.008,0.012,4,48700.5977070276,48.7005977070276,0.193383008687825,193.383008687825,17.4846390123036,6.06686868044145,0
3,0.008,0.012,6,152618.774880103,152.618774880103,0.193383008687825,193.383008687825,17.4846390123036,6.18215432285132,0
3,0.008,0.012,8,344695.157505005,344.695157505005,0.193383008687825,193.383008687825,17.4846390123036,6.24583448464649,0
3,0.008,0.014,2,8384.37208514104,8.38437208514104,0.198680526387522,198.680526387522,15.8323759536339,5.57203720414122,0
3,0.008,0.014,4,58288.8645378849,58.2888645378849,0.198680526387522,198.680526387522,15.8323759536339,5.84523493056009,0
3,0.008,0.014,6,182984.650506152,182.984650506152,0.198680526387522,198.680526387522,15.8323759536339,5.95436138961478,0
3,0.008,0.014,8,413775.26376008,413.77526376008,0.198680526387522,198.680526387522,15.8323759536339,6.0146088211726,0
3,0.008,0.016,2,9850.01141944155,9.85001141944154,0.204047878333932,204.047878333932,14.4654227329851,5.39374830391141,0
3,0.008,0.016,4,68666.6633681963,68.6666633681963,0.204047878333932,204.047878333932,14.4654227329851,5.65422436091416,0
3,0.008,0.016,6,215902.70544644,215.90270544644,0.204047878333932,204.047878333932,14.4654227329851,5.75816686590042,0
3,0.008,0.016,8,488741.518093708,488.741518093708,0.204047878333932,204.047878333932,14.4654227329851,5.81552728247411,0
3,0.008,0.018,2,11422.0063977879,11.4220063977879,0.209450286642947,209.450286642947,13.3157525340759,5.23631942901966,0
3,0.008,0.018,4,79826.0576686082,79.8260576686082,0.209450286642947,209.450286642947,13.3157525340759,5.48575580083248,0
3,0.008,0.018,6,251350.348148551,251.350348148551,0.209450286642947,209.450286642947,13.3157525340759,5.58520576406658,0
3,0.008,0.018,8,569546.464846124,569.546464846124,0.209450286642947,209.450286642947,13.3157525340759,5.64006571025972,0
3,0.008,0.02,2,13099.1836049577,13.0991836049577,0.214864442470509,214.864442470509,12.3353725945363,5.09495945419034,0
3,0.008,0.02,4,91760.0311236662,91.7600311236662,0.214864442470509,214.864442470509,12.3353725945363,5.33461280292988,0
3,0.008,0.02,6,289307.606474628,289.307606474628,0.214864442470509,214.864442470509,12.3353725945363,5.43008595792189,0
3,0.008,0.02,8,656148.150681787,656.148150681787,0.214864442470509,214.864442470509,12.3353725945363,5.48273355695777,0
3,0.01,0.014,2,2971.80325948594,2.97180325948594,0.198680526387522,198.680526387522,15.8323759536339,5.48599148884251,1
3,0.01,0.014,4,20612.5206008131,20.6125206008131,0.198680526387522,198.680526387522,15.8323759536339,5.80534545203427,0
3,0.01,0.014,6,64622.4730634984,64.6224730634984,0.198680526387522,198.680526387522,15.8323759536339,5.93447671877553,0
3,0.01,0.014,8,145993.876711826,145.993876711826,0.198680526387522,198.680526387522,15.8323759536339,6.00615756476445,0
3,0.01,0.016,2,3490.24003352628,3.49024003352628,0.204047878333932,204.047878333932,14.4654227329851,5.31390765252395,1
3,0.01,0.016,4,24275.1489873463,24.2751489873463,0.204047878333932,204.047878333932,14.4654227329851,5.61875780806044,0
3,0.01,0.016,6,76225.5806371641,76.2255806371641,0.204047878333932,204.047878333932,14.4654227329851,5.74188637142649,0
3,0.01,0.016,8,172395.698662199,172.395698662199,0.204047878333932,204.047878333932,14.4654227329851,5.81020084124846,0
3,0.01,0.018,2,4046.13850591126,4.04613850591126,0.209450286642947,209.450286642947,13.3157525340759,5.16194388071361,1
3,0.01,0.018,4,28212.5497046891,28.2125497046891,0.209450286642947,209.450286642947,13.3157525340759,5.45420420441466,0
3,0.01,0.018,6,88717.0714210074,88.7170714210074,0.209450286642947,209.450286642947,13.3157525340759,5.57213022408736,0
3,0.01,0.018,8,200846.685176136,200.846685176136,0.209450286642947,209.450286642947,13.3157525340759,5.63752907211043,0
3,0.01,0.02,2,4639.07639338795,4.63907639338795,0.214864442470509,214.864442470509,12.3353725945363,5.0254781547056,1
3,0.01,0.02,4,32422.1977536282,32.4221977536282,0.214864442470509,214.864442470509,12.3353725945363,5.30657746158762,0
3,0.01,0.02,6,102089.757934262,102.089757934262,0.214864442470509,214.864442470509,12.3353725945363,5.41989711245785,0
3,0.01,0.02,8,231331.73828093,231.33173828093,0.214864442470509,214.864442470509,12.3353725945363,5.48271589559409,0
3,0.012,0.016,2,1501.01196560919,1.50101196560919,0.204047878333932,204.047878333932,14.4654227329851,5.23041430088557,1
3,0.012,0.016,4,10425.9065125684,10.4259065125684,0.204047878333932,204.047878333932,14.4654227329851,5.57488231135858,0
3,0.012,0.016,6,32713.1088218356,32.7131088218355,0.204047878333932,204.047878333932,14.4654227329851,5.71558596253489,0
3,0.012,0.016,8,73946.7146796967,73.9467146796967,0.204047878333932,204.047878333932,14.4654227329851,5.79404712612273,0
3,0.012,0.018,2,1739.80485330598,1.73980485330598,0.209450286642947,209.450286642947,13.3157525340759,5.08322745560282,1
3,0.012,0.018,4,12115.0732563367,12.1150732563367,0.209450286642947,209.450286642947,13.3157525340759,5.41375554245046,0
3,0.012,0.018,6,38068.1572706964,38.0681572706964,0.209450286642947,209.450286642947,13.3157525340759,5.54861621260305,0
3,0.012,0.018,8,86137.5473807143,86.1375473807143,0.209450286642947,209.450286642947,13.3157525340759,5.62378164842657,0
3,0.012,0.02,2,1994.46991232631,1.99446991232631,0.214864442470509,214.864442470509,12.3353725945363,4.951033622189,1
3,0.012,0.02,4,13920.7752261654,13.9207752261654,0.214864442470509,214.864442470509,12.3353725945363,5.26919933649595,0
3,0.012,0.02,6,43800.1820340093,43.8001820340093,0.214864442470509,214.864442470509,12.3353725945363,5.39888543176856,0
3,0.012,0.02,8,99198.2241626084,99.1982241626084,0.214864442470509,214.864442470509,12.3353725945363,5.47113399159366,0
3,0.015,0.018,2,622.407204671274,0.622407204671274,0.209450286642947,209.450286642947,13.3157525340759,4.96516463425879,1
3,0.015,0.018,4,4330.27076163586,4.33027076163586,0.209450286642947,209.450286642947,13.3157525340759,5.34630559887483,1
3,0.015,0.018,6,13599.7378774671,13.5997378774671,0.209450286642947,209.450286642947,13.3157525340759,5.50424164731535,0
3,0.015,0.018,8,30761.6159188252,30.7616159188252,0.209450286642947,209.450286642947,13.3157525340759,5.59288920225778,0
3,0.015,0.02,2,713.44244058534,0.71344244058534,0.214864442470509,214.864442470509,12.3353725945363,4.83856112631699,1
3,0.015,0.02,4,4975.19885164664,4.97519885164664,0.214864442470509,214.864442470509,12.3353725945363,5.20579631417398,1
3,0.015,0.02,6,15646.0163412966,15.6460163412966,0.214864442470509,214.864442470509,12.3353725945363,5.35779720297557,0
3,0.015,0.02,8,35422.635193842,35.422635193842,0.214864442470509,214.864442470509,12.3353725945363,5.44306908732458,0
3,0.018,0.02,2,309.347805981374,0.309347805981374,0.214864442470509,214.864442470509,12.3353725945363,4.72943562520571,1
3,0.018,0.02,4,2157.04891773076,2.15704891773076,0.214864442470509,214.864442470509,12.3353725945363,5.13946309321251,1
3,0.018,0.02,6,6783.14868897157,6.78314868897157,0.214864442470509,214.864442470509,12.3353725945363,5.31159459322795,1
3,0.018,0.02,8,15356.5364267807,15.3565364267807,0.214864442470509,214.864442470509,12.3353725945363,5.40879000856594,0
